,collisions,avg_watts_per_collision,avg_lightbulbs_per_collision,low_severity,number_injured,weather_1_A,location_type_N,location_type_R,primary_coll_factor_A,road_surface_A,road_cond_1_H,lighting_A,collisions_shift_1,collisions_shift_2,collisions_shift_3,collisions_shift_4,collisions_shift_5,collisions_shift_6,collisions_shift_7,collisions_shift_8,collisions_shift_9,collisions_shift_10,avg_watts_per_collision_shift_1,avg_watts_per_collision_shift_2,avg_watts_per_collision_shift_3,avg_watts_per_collision_shift_4,avg_watts_per_collision_shift_5,avg_watts_per_collision_shift_6,avg_watts_per_collision_shift_7,avg_watts_per_collision_shift_8,avg_watts_per_collision_shift_9,avg_watts_per_collision_shift_10,avg_lightbulbs_per_collision_shift_1,avg_lightbulbs_per_collision_shift_2,avg_lightbulbs_per_collision_shift_3,avg_lightbulbs_per_collision_shift_4,avg_lightbulbs_per_collision_shift_5,avg_lightbulbs_per_collision_shift_6,avg_lightbulbs_per_collision_shift_7,avg_lightbulbs_per_collision_shift_8,avg_lightbulbs_per_collision_shift_9,avg_lightbulbs_per_collision_shift_10,low_severity_shift_1,low_severity_shift_2,low_severity_shift_3,low_severity_shift_4,low_severity_shift_5,low_severity_shift_6,low_severity_shift_7,low_severity_shift_8,low_severity_shift_9,low_severity_shift_10,number_injured_shift_1,number_injured_shift_2,number_injured_shift_3,number_injured_shift_4,number_injured_shift_5,number_injured_shift_6,number_injured_shift_7,number_injured_shift_8,number_injured_shift_9,number_injured_shift_10,weather_1_A_shift_1,weather_1_A_shift_2,weather_1_A_shift_3,weather_1_A_shift_4,weather_1_A_shift_5,weather_1_A_shift_6,weather_1_A_shift_7,weather_1_A_shift_8,weather_1_A_shift_9,weather_1_A_shift_10,location_type_N_shift_1,location_type_N_shift_2,location_type_N_shift_3,location_type_N_shift_4,location_type_N_shift_5,location_type_N_shift_6,location_type_N_shift_7,location_type_N_shift_8,location_type_N_shift_9,location_type_N_shift_10,location_type_R_shift_1,location_type_R_shift_2,location_type_R_shift_3,location_type_R_shift_4,location_type_R_shift_5,location_type_R_shift_6,location_type_R_shift_7,location_type_R_shift_8,location_type_R_shift_9,location_type_R_shift_10,primary_coll_factor_A_shift_1,primary_coll_factor_A_shift_2,primary_coll_factor_A_shift_3,primary_coll_factor_A_shift_4,primary_coll_factor_A_shift_5,primary_coll_factor_A_shift_6,primary_coll_factor_A_shift_7,primary_coll_factor_A_shift_8,primary_coll_factor_A_shift_9,primary_coll_factor_A_shift_10,road_surface_A_shift_1,road_surface_A_shift_2,road_surface_A_shift_3,road_surface_A_shift_4,road_surface_A_shift_5,road_surface_A_shift_6,road_surface_A_shift_7,road_surface_A_shift_8,road_surface_A_shift_9,road_surface_A_shift_10,road_cond_1_H_shift_1,road_cond_1_H_shift_2,road_cond_1_H_shift_3,road_cond_1_H_shift_4,road_cond_1_H_shift_5,road_cond_1_H_shift_6,road_cond_1_H_shift_7,road_cond_1_H_shift_8,road_cond_1_H_shift_9,road_cond_1_H_shift_10,lighting_A_shift_1,lighting_A_shift_2,lighting_A_shift_3,lighting_A_shift_4,lighting_A_shift_5,lighting_A_shift_6,lighting_A_shift_7,lighting_A_shift_8,lighting_A_shift_9,lighting_A_shift_10,model_key,collisions_ssa,avg_watts_per_collision_ssa,avg_lightbulbs_per_collision_ssa,low_severity_ssa,number_injured_ssa,weather_1_A_ssa,location_type_N_ssa,location_type_R_ssa,primary_coll_factor_A_ssa,road_surface_A_ssa,road_cond_1_H_ssa,lighting_A_ssa
519,2,32302.5,467.5,2,1,2,2,0,2,2,2,1,7.0,15.0,5.0,8.0,12.0,7.0,5.0,10.0,13.0,9.0,48293.0,38845.53333333333,56663.8,41506.5,49850.727272727265,43974.142857142855,59552.4,43351.4,43814.46153846154,52439.33333333334,578.5714285714286,478.06666666666666,628.4,487.125,574.8181818181819,468.1428571428572,663.0,552.3,513.6923076923076,653.8888888888888,7.0,14.0,5.0,8.0,12.0,6.0,5.0,10.0,12.0,9.0,2.0,19.0,8.0,10.0,7.0,7.0,3.0,12.0,18.0,6.0,7.0,15.0,5.0,8.0,11.0,7.0,4.0,8.0,13.0,7.0,7.0,15.0,5.0,8.0,12.0,7.0,5.0,10.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,5.0,8.0,11.0,7.0,5.0,10.0,13.0,9.0,7.0,15.0,5.0,7.0,11.0,7.0,5.0,10.0,13.0,9.0,7.0,15.0,5.0,8.0,12.0,7.0,5.0,10.0,12.0,9.0,5.0,11.0,4.0,6.0,5.0,6.0,4.0,8.0,10.0,6.0,1,7.588461740347035,45660.517554845086,558.8953447177413,8.828525884949336,9.08656697547764,8.279067995525697,9.136184367733325,0.0,8.9026089142916,8.582990890906292,8.923802795477132,6.272524921347815
520,9,39238.22222222222,506.33333333333326,9,9,8,9,0,7,9,9,6,2.0,7.0,15.0,5.0,8.0,12.0,7.0,5.0,10.0,13.0,32302.5,48293.0,38845.53333333333,56663.8,41506.5,49850.727272727265,43974.142857142855,59552.4,43351.4,43814.46153846154,467.5,578.5714285714286,478.06666666666666,628.4,487.125,574.8181818181819,468.1428571428572,663.0,552.3,513.6923076923076,2.0,7.0,14.0,5.0,8.0,12.0,6.0,5.0,10.0,12.0,1.0,2.0,19.0,8.0,10.0,7.0,7.0,3.0,12.0,18.0,2.0,7.0,15.0,5.0,8.0,11.0,7.0,4.0,8.0,13.0,2.0,7.0,15.0,5.0,8.0,12.0,7.0,5.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,15.0,5.0,8.0,11.0,7.0,5.0,10.0,13.0,2.0,7.0,15.0,5.0,7.0,11.0,7.0,5.0,10.0,13.0,2.0,7.0,15.0,5.0,8.0,12.0,7.0,5.0,10.0,12.0,1.0,5.0,11.0,4.0,6.0,5.0,6.0,4.0,8.0,10.0,1,8.224228659042526,46438.799211317826,581.6744562828857,8.986555999396643,10.19222678181492,8.054128697002122,9.354478892472269,0.0,9.1255303622648,8.744248091813207,9.12942177936646,6.6746418480132235
521,5,52978.4,628.0,4,5,5,5,0,5,5,5,2,9.0,2.0,7.0,15.0,5.0,8.0,12.0,7.0,5.0,10.0,39238.22222222222,32302.5,48293.0,38845.53333333333,56663.8,41506.5,49850.727272727265,43974.142857142855,59552.4,43351.4,506.33333333333326,467.5,578.5714285714286,478.06666666666666,628.4,487.125,574.8181818181819,468.1428571428572,663.0,552.3,9.0,2.0,7.0,14.0,5.0,8.0,12.0,6.0,5.0,10.0,9.0,1.0,2.0,19.0,8.0,10.0,7.0,7.0,3.0,12.0,8.0,2.0,7.0,15.0,5.0,8.0,11.0,7.0,4.0,8.0,9.0,2.0,7.0,15.0,5.0,8.0,12.0,7.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,7.0,15.0,5.0,8.0,11.0,7.0,5.0,10.0,9.0,2.0,7.0,15.0,5.0,7.0,11.0,7.0,5.0,10.0,9.0,2.0,7.0,15.0,5.0,8.0,12.0,7.0,5.0,10.0,6.0,1.0,5.0,11.0,4.0,6.0,5.0,6.0,4.0,8.0,1,8.86791219360792,47254.973970833256,559.3801708720155,7.973931164361025,9.000137710570055,7.754024402271063,8.351713575807233,0.0,8.174291857097716,7.804083484682139,8.174972352709958,4.565291356862218
522,7,47391.142857142855,617.4285714285714,7,10,7,7,0,7,7,7,4,5.0,9.0,2.0,7.0,15.0,5.0,8.0,12.0,7.0,5.0,52978.4,39238.22222222222,32302.5,48293.0,38845.53333333333,56663.8,41506.5,49850.727272727265,43974.142857142855,59552.4,628.0,506.33333333333326,467.5,578.5714285714286,478.06666666666666,628.4,487.125,574.8181818181819,468.1428571428572,663.0,4.0,9.0,2.0,7.0,14.0,5.0,8.0,12.0,6.0,5.0,5.0,9.0,1.0,2.0,19.0,8.0,10.0,7.0,7.0,3.0,5.0,8.0,2.0,7.0,15.0,5.0,8.0,11.0,7.0,4.0,5.0,9.0,2.0,7.0,15.0,5.0,8.0,12.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,7.0,15.0,5.0,8.0,11.0,7.0,5.0,5.0,9.0,2.0,7.0,15.0,5.0,7.0,11.0,7.0,5.0,5.0,9.0,2.0,7.0,15.0,5.0,8.0,12.0,7.0,5.0,2.0,6.0,1.0,5.0,11.0,4.0,6.0,5.0,6.0,4.0,1,8.835786655821979,47766.36304848188,580.8341789885776,7.238087258255927,7.849632362403563,7.626080912037981,7.559760747877368,0.0,7.394102471427462,7.08764197139676,7.42003371618515,3.726001800313483
523,10,43602.8,561.9,10,12,10,10,0,9,10,10,7,7.0,5.0,9.0,2.0,7.0,15.0,5.0,8.0,12.0,7.0,47391.142857142855,52978.4,39238.22222222222,32302.5,48293.0,38845.53333333333,56663.8,41506.5,49850.727272727265,43974.142857142855,617.4285714285714,628.0,506.33333333333326,467.5,578.5714285714286,478.06666666666666,628.4,487.125,574.8181818181819,468.1428571428572,7.0,4.0,9.0,2.0,7.0,14.0,5.0,8.0,12.0,6.0,10.0,5.0,9.0,1.0,2.0,19.0,8.0,10.0,7.0,7.0,7.0,5.0,8.0,2.0,7.0,15.0,5.0,8.0,11.0,7.0,7.0,5.0,9.0,2.0,7.0,15.0,5.0,8.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,7.0,2.0,7.0,15.0,5.0,8.0,11.0,7.0,7.0,5.0,9.0,2.0,7.0,15.0,5.0,7.0,11.0,7.0,7.0,5.0,9.0,2.0,7.0,15.0,5.0,8.0,12.0,7.0,4.0,2.0,6.0,1.0,5.0,11.0,4.0,6.0,5.0,6.0,1,9.191399435439724,47834.8289552601,560.5278656758348,7.897945883050649,9.021262980461705,7.791414604252644,8.196039637550953,0.0,7.987262053926326,7.910276744841507,8.055756393054802,5.8291184971537175
524,14,45137.214285714275,512.0,13,20,14,14,0,14,13,14,10,10.0,7.0,5.0,9.0,2.0,7.0,15.0,5.0,8.0,12.0,43602.8,47391.142857142855,52978.4,39238.22222222222,32302.5,48293.0,38845.53333333333,56663.8,41506.5,49850.727272727265,561.9,617.4285714285714,628.0,506.33333333333326,467.5,578.5714285714286,478.06666666666666,628.4,487.125,574.8181818181819,10.0,7.0,4.0,9.0,2.0,7.0,14.0,5.0,8.0,12.0,12.0,10.0,5.0,9.0,1.0,2.0,19.0,8.0,10.0,7.0,10.0,7.0,5.0,8.0,2.0,7.0,15.0,5.0,8.0,11.0,10.0,7.0,5.0,9.0,2.0,7.0,15.0,5.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,5.0,7.0,2.0,7.0,15.0,5.0,8.0,11.0,10.0,7.0,5.0,9.0,2.0,7.0,15.0,5.0,7.0,11.0,10.0,7.0,5.0,9.0,2.0,7.0,15.0,5.0,8.0,12.0,7.0,4.0,2.0,6.0,1.0,5.0,11.0,4.0,6.0,5.0,1,9.406797023336587,47567.46193928288,579.3803386366985,8.522933905525647,9.561584406603023,8.112850626148472,8.83094028369387,0.0,8.60713708504151,8.691094256745842,8.687974846775742,6.637423705733961
525,8,48606.875,646.625,8,8,7,8,0,8,8,6,3,14.0,10.0,7.0,5.0,9.0,2.0,7.0,15.0,5.0,8.0,45137.214285714275,43602.8,47391.142857142855,52978.4,39238.22222222222,32302.5,48293.0,38845.53333333333,56663.8,41506.5,512.0,561.9,617.4285714285714,628.0,506.33333333333326,467.5,578.5714285714286,478.06666666666666,628.4,487.125,13.0,10.0,7.0,4.0,9.0,2.0,7.0,14.0,5.0,8.0,20.0,12.0,10.0,5.0,9.0,1.0,2.0,19.0,8.0,10.0,14.0,10.0,7.0,5.0,8.0,2.0,7.0,15.0,5.0,8.0,14.0,10.0,7.0,5.0,9.0,2.0,7.0,15.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,7.0,5.0,7.0,2.0,7.0,15.0,5.0,8.0,13.0,10.0,7.0,5.0,9.0,2.0,7.0,15.0,5.0,7.0,14.0,10.0,7.0,5.0,9.0,2.0,7.0,15.0,5.0,8.0,10.0,7.0,4.0,2.0,6.0,1.0,5.0,11.0,4.0,6.0,1,8.400568866751103,47190.075477598395,562.215679245023,8.49858096611751,8.576219104794184,8.349633291226384,8.794188957315576,0.0,8.578440211207832,8.50041142750202,8.631340260432653,5.686446288009911
526,5,48486.2,542.2,4,3,5,5,0,4,5,5,4,8.0,14.0,10.0,7.0,5.0,9.0,2.0,7.0,15.0,5.0,48606.875,45137.214285714275,43602.8,47391.142857142855,52978.4,39238.22222222222,32302.5,48293.0,38845.53333333333,56663.8,646.625,512.0,561.9,617.4285714285714,628.0,506.33333333333326,467.5,578.5714285714286,478.06666666666666,628.4,8.0,13.0,10.0,7.0,4.0,9.0,2.0,7.0,14.0,5.0,8.0,20.0,12.0,10.0,5.0,9.0,1.0,2.0,19.0,8.0,7.0,14.0,10.0,7.0,5.0,8.0,2.0,7.0,15.0,5.0,8.0,14.0,10.0,7.0,5.0,9.0,2.0,7.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,9.0,7.0,5.0,7.0,2.0,7.0,15.0,5.0,8.0,13.0,10.0,7.0,5.0,9.0,2.0,7.0,15.0,5.0,6.0,14.0,10.0,7.0,5.0,9.0,2.0,7.0,15.0,5.0,3.0,10.0,7.0,4.0,2.0,6.0,1.0,5.0,11.0,4.0,1,7.604101843187268,46877.21898621815,577.4693776396779,8.845702214950403,9.103801018338938,8.356172718334806,9.154923291395734,0.0,8.921063576820695,8.600916021551862,8.942875754748828,6.285701475065548
527,11,43389.81818181818,538.8181818181819,8,13,11,11,0,11,11,11,10,5.0,8.0,14.0,10.0,7.0,5.0,9.0,2.0,7.0,15.0,48486.2,48606.875,45137.214285714275,43602.8,47391.142857142855,52978.4,39238.22222222222,32302.5,48293.0,38845.53333333333,542.2,646.625,512.0,561.9,617.4285714285714,628.0,506.33333333333326,467.5,578.5714285714286,478.06666666666666,4.0,8.0,13.0,10.0,7.0,4.0,9.0,2.0,7.0,14.0,3.0,8.0,20.0,12.0,10.0,5.0,9.0,1.0,2.0,19.0,5.0,7.0,14.0,10.0,7.0,5.0,8.0,2.0,7.0,15.0,5.0,8.0,14.0,10.0,7.0,5.0,9.0,2.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,14.0,9.0,7.0,5.0,7.0,2.0,7.0,15.0,5.0,8.0,13.0,10.0,7.0,5.0,9.0,2.0,7.0,15.0,5.0,6.0,14.0,10.0,7.0,5.0,9.0,2.0,7.0,15.0,4.0,3.0,10.0,7.0,4.0,2.0,6.0,1.0,5.0,11.0,1,8.238691656076844,46649.342357737296,564.2779392505709,9.002633046057367,10.21082524171512,8.131610246344145,9.372547239782252,0.0,9.143462798448565,8.761151630643202,9.148163371798239,6.687628010487389
528,4,43043.5,567.25,4,4,4,4,0,4,4,4,3,11.0,5.0,8.0,14.0,10.0,7.0,5.0,9.0,2.0,7.0,43389.81818181818,48486.2,48606.875,45137.214285714275,43602.8,47391.142857142855,52978.4,39238.22222222222,32302.5,48293.0,538.8181818181819,542.2,646.625,512.0,561.9,617.4285714285714,628.0,506.33333333333326,467.5,578.5714285714286,8.0,4.0,8.0,13.0,10.0,7.0,4.0,9.0,2.0,7.0,13.0,3.0,8.0,20.0,12.0,10.0,5.0,9.0,1.0,2.0,11.0,5.0,7.0,14.0,10.0,7.0,5.0,8.0,2.0,7.0,11.0,5.0,8.0,14.0,10.0,7.0,5.0,9.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,8.0,14.0,9.0,7.0,5.0,7.0,2.0,7.0,11.0,5.0,8.0,13.0,10.0,7.0,5.0,9.0,2.0,7.0,11.0,5.0,6.0,14.0,10.0,7.0,5.0,9.0,2.0,7.0,10.0,4.0,3.0,10.0,7.0,4.0,2.0,6.0,1.0,5.0,1,8.879918599393816,46424.02562115117,575.2547202018748,7.985229017392082,9.005709202765928,7.82939643819052,8.364737764083518,0.0,8.186830338557654,7.812192663952299,8.188284943807608,4.575145987294265
529,10,45961.8,565.5,10,11,9,10,0,10,10,10,7,4.0,11.0,5.0,8.0,14.0,10.0,7.0,5.0,9.0,2.0,43043.5,43389.81818181818,48486.2,48606.875,45137.214285714275,43602.8,47391.142857142855,52978.4,39238.22222222222,32302.5,567.25,538.8181818181819,542.2,646.625,512.0,561.9,617.4285714285714,628.0,506.33333333333326,467.5,4.0,8.0,4.0,8.0,13.0,10.0,7.0,4.0,9.0,2.0,4.0,13.0,3.0,8.0,20.0,12.0,10.0,5.0,9.0,1.0,4.0,11.0,5.0,7.0,14.0,10.0,7.0,5.0,8.0,2.0,4.0,11.0,5.0,8.0,14.0,10.0,7.0,5.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,4.0,8.0,14.0,9.0,7.0,5.0,7.0,2.0,4.0,11.0,5.0,8.0,13.0,10.0,7.0,5.0,9.0,2.0,4.0,11.0,5.0,6.0,14.0,10.0,7.0,5.0,9.0,2.0,3.0,10.0,4.0,3.0,10.0,7.0,4.0,2.0,6.0,1.0,1,8.852145808696624,46142.14404174193,566.5685672773914,7.248878278266736,7.857825173729191,7.6986698326734,7.572472247962089,0.0,7.406316182845096,7.094577609293744,7.432732488493678,3.7350662638271763
530,9,51038.33333333334,618.6666666666666,8,15,6,9,0,9,9,9,8,10.0,4.0,11.0,5.0,8.0,14.0,10.0,7.0,5.0,9.0,45961.8,43043.5,43389.81818181818,48486.2,48606.875,45137.214285714275,43602.8,47391.142857142855,52978.4,39238.22222222222,565.5,567.25,538.8181818181819,542.2,646.625,512.0,561.9,617.4285714285714,628.0,506.33333333333326,10.0,4.0,8.0,4.0,8.0,13.0,10.0,7.0,4.0,9.0,11.0,4.0,13.0,3.0,8.0,20.0,12.0,10.0,5.0,9.0,9.0,4.0,11.0,5.0,7.0,14.0,10.0,7.0,5.0,8.0,10.0,4.0,11.0,5.0,8.0,14.0,10.0,7.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,11.0,4.0,8.0,14.0,9.0,7.0,5.0,7.0,10.0,4.0,11.0,5.0,8.0,13.0,10.0,7.0,5.0,9.0,10.0,4.0,11.0,5.0,6.0,14.0,10.0,7.0,5.0,9.0,7.0,3.0,10.0,4.0,3.0,10.0,7.0,4.0,2.0,6.0,1,9.214707146084216,45875.03423093521,572.8990255330161,7.908231276738003,9.042682166985253,7.862376522392764,8.208539064502189,0.0,7.999758737172954,7.918302673461867,8.068250528544715,5.83945460798283
531,12,45318.91666666666,552.4166666666666,12,11,11,12,0,12,12,12,11,9.0,10.0,4.0,11.0,5.0,8.0,14.0,10.0,7.0,5.0,51038.33333333334,45961.8,43043.5,43389.81818181818,48486.2,48606.875,45137.214285714275,43602.8,47391.142857142855,52978.4,618.6666666666666,565.5,567.25,538.8181818181819,542.2,646.625,512.0,561.9,617.4285714285714,628.0,8.0,10.0,4.0,8.0,4.0,8.0,13.0,10.0,7.0,4.0,15.0,11.0,4.0,13.0,3.0,8.0,20.0,12.0,10.0,5.0,6.0,9.0,4.0,11.0,5.0,7.0,14.0,10.0,7.0,5.0,9.0,10.0,4.0,11.0,5.0,8.0,14.0,10.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,4.0,11.0,4.0,8.0,14.0,9.0,7.0,5.0,9.0,10.0,4.0,11.0,5.0,8.0,13.0,10.0,7.0,5.0,9.0,10.0,4.0,11.0,5.0,6.0,14.0,10.0,7.0,5.0,8.0,7.0,3.0,10.0,4.0,3.0,10.0,7.0,4.0,2.0,1,9.429666581456102,45806.07371491041,568.9031249549998,8.532009511085953,9.579697141118734,8.184666089417085,8.841516041218402,0.0,8.617558096150125,8.6968998289021,8.698430553525213,6.648348800603705
532,11,49004.454545454544,565.0909090909091,11,14,11,11,0,11,11,11,7,12.0,9.0,10.0,4.0,11.0,5.0,8.0,14.0,10.0,7.0,45318.91666666666,51038.33333333334,45961.8,43043.5,43389.81818181818,48486.2,48606.875,45137.214285714275,43602.8,47391.142857142855,552.4166666666666,618.6666666666666,565.5,567.25,538.8181818181819,542.2,646.625,512.0,561.9,617.4285714285714,12.0,8.0,10.0,4.0,8.0,4.0,8.0,13.0,10.0,7.0,11.0,15.0,11.0,4.0,13.0,3.0,8.0,20.0,12.0,10.0,11.0,6.0,9.0,4.0,11.0,5.0,7.0,14.0,10.0,7.0,12.0,9.0,10.0,4.0,11.0,5.0,8.0,14.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,10.0,4.0,11.0,4.0,8.0,14.0,9.0,7.0,12.0,9.0,10.0,4.0,11.0,5.0,8.0,13.0,10.0,7.0,12.0,9.0,10.0,4.0,11.0,5.0,6.0,14.0,10.0,7.0,11.0,8.0,7.0,3.0,10.0,4.0,3.0,10.0,7.0,4.0,1,8.419822580011017,46107.77762558975,570.6006542280255,8.512745837368946,8.59024801986988,8.424328028952901,8.809183419326597,0.0,8.592832594462473,8.51172842711788,8.646267774072562,5.698407432420011
533,8,37954.0,519.125,8,9,8,8,0,7,8,8,6,11.0,12.0,9.0,10.0,4.0,11.0,5.0,8.0,14.0,10.0,49004.454545454544,45318.91666666666,51038.33333333334,45961.8,43043.5,43389.81818181818,48486.2,48606.875,45137.214285714275,43602.8,565.0909090909091,552.4166666666666,618.6666666666666,565.5,567.25,538.8181818181819,542.2,646.625,512.0,561.9,11.0,12.0,8.0,10.0,4.0,8.0,4.0,8.0,13.0,10.0,14.0,11.0,15.0,11.0,4.0,13.0,3.0,8.0,20.0,12.0,11.0,11.0,6.0,9.0,4.0,11.0,5.0,7.0,14.0,10.0,11.0,12.0,9.0,10.0,4.0,11.0,5.0,8.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,9.0,10.0,4.0,11.0,4.0,8.0,14.0,9.0,11.0,12.0,9.0,10.0,4.0,11.0,5.0,8.0,13.0,10.0,11.0,12.0,9.0,10.0,4.0,11.0,5.0,6.0,14.0,10.0,7.0,11.0,8.0,7.0,3.0,10.0,4.0,3.0,10.0,7.0,1,7.622283660982014,46774.933660756,571.0792330595352,8.866214331271507,9.126419735455732,8.43354288762627,9.176608041489498,0.0,8.942402590225894,8.62270203271198,8.964925211173918,6.2987288858681225
534,6,46632.66666666666,586.6666666666666,6,5,6,6,0,6,6,6,6,8.0,11.0,12.0,9.0,10.0,4.0,11.0,5.0,8.0,14.0,37954.0,49004.454545454544,45318.91666666666,51038.33333333334,45961.8,43043.5,43389.81818181818,48486.2,48606.875,45137.214285714275,519.125,565.0909090909091,552.4166666666666,618.6666666666666,565.5,567.25,538.8181818181819,542.2,646.625,512.0,8.0,11.0,12.0,8.0,10.0,4.0,8.0,4.0,8.0,13.0,9.0,14.0,11.0,15.0,11.0,4.0,13.0,3.0,8.0,20.0,8.0,11.0,11.0,6.0,9.0,4.0,11.0,5.0,7.0,14.0,8.0,11.0,12.0,9.0,10.0,4.0,11.0,5.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,12.0,9.0,10.0,4.0,11.0,4.0,8.0,14.0,8.0,11.0,12.0,9.0,10.0,4.0,11.0,5.0,8.0,13.0,8.0,11.0,12.0,9.0,10.0,4.0,11.0,5.0,6.0,14.0,6.0,7.0,11.0,8.0,7.0,3.0,10.0,4.0,3.0,10.0,1,8.254340223985803,47568.97078037897,568.5544991035396,9.021527137598587,10.23285206116285,8.209241601488895,9.392918802299876,0.0,9.163585908521686,8.781630262592053,9.169086335041728,6.699326835927246
535,8,49021.5,610.5,8,11,8,8,0,8,8,7,7,6.0,8.0,11.0,12.0,9.0,10.0,4.0,11.0,5.0,8.0,46632.66666666666,37954.0,49004.454545454544,45318.91666666666,51038.33333333334,45961.8,43043.5,43389.81818181818,48486.2,48606.875,586.6666666666666,519.125,565.0909090909091,552.4166666666666,618.6666666666666,565.5,567.25,538.8181818181819,542.2,646.625,6.0,8.0,11.0,12.0,8.0,10.0,4.0,8.0,4.0,8.0,5.0,9.0,14.0,11.0,15.0,11.0,4.0,13.0,3.0,8.0,6.0,8.0,11.0,11.0,6.0,9.0,4.0,11.0,5.0,7.0,6.0,8.0,11.0,12.0,9.0,10.0,4.0,11.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,11.0,12.0,9.0,10.0,4.0,11.0,4.0,8.0,6.0,8.0,11.0,12.0,9.0,10.0,4.0,11.0,5.0,8.0,6.0,8.0,11.0,12.0,9.0,10.0,4.0,11.0,5.0,6.0,6.0,6.0,7.0,11.0,8.0,7.0,3.0,10.0,4.0,3.0,1,8.892581111163997,48120.31827345614,572.9215961726068,8.000084948455822,9.017162966971492,7.90480312738573,8.380894819056097,0.0,8.20219591355402,7.824399079974152,8.20455737828397,4.58487519647374
536,2,53580.5,503.0,2,2,2,2,0,2,1,1,1,8.0,6.0,8.0,11.0,12.0,9.0,10.0,4.0,11.0,5.0,49021.5,46632.66666666666,37954.0,49004.454545454544,45318.91666666666,51038.33333333334,45961.8,43043.5,43389.81818181818,48486.2,610.5,586.6666666666666,519.125,565.0909090909091,552.4166666666666,618.6666666666666,565.5,567.25,538.8181818181819,542.2,8.0,6.0,8.0,11.0,12.0,8.0,10.0,4.0,8.0,4.0,11.0,5.0,9.0,14.0,11.0,15.0,11.0,4.0,13.0,3.0,8.0,6.0,8.0,11.0,11.0,6.0,9.0,4.0,11.0,5.0,8.0,6.0,8.0,11.0,12.0,9.0,10.0,4.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,7.0,11.0,12.0,9.0,10.0,4.0,11.0,4.0,8.0,6.0,8.0,11.0,12.0,9.0,10.0,4.0,11.0,5.0,7.0,6.0,8.0,11.0,12.0,9.0,10.0,4.0,11.0,5.0,7.0,6.0,6.0,7.0,11.0,8.0,7.0,3.0,10.0,4.0,1,8.868849630552832,48141.924275675156,566.9200039129389,7.262900728281729,7.871837701897675,7.7706768653684,7.588006614098335,0.0,7.421183997231015,7.105243764568381,7.448102820311704,3.744538286505819
